193,https://en.wikipedia.org/wiki/!Three_Amigos!,""El Guapo's Birthday"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs."
194,https://en.wikipedia.org/wiki/!Three_Amigos!,""The Chase”","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs."
195,https://en.wikipedia.org/wiki/!Three_Amigos!,""Amigos, Amigos, Amigos"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs."
196,https://en.wikipedia.org/wiki/!Three_Amigos!,""Farewell"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs."
197,https://en.wikipedia.org/wiki/!Three_Amigos!,""End Credits"","Elmer Bernstein wrote the score for Three Amigos and Randy Newman wrote the songs."
198,https://en.wikipedia.org/wiki/!Viva_Nueva!,""C'mon"","Track listing"
199,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Gas on Skin"","Track listing"
200,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Love Underground"","Track listing"
201,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Hardest Way Possible"","Track listing"
202,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Crash Landing"","Track listing"
203,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Smoke"","Track listing"
204,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Baby Blue"","Track listing"
205,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Revolution AM"","Track listing"
206,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Sector Z"","Track listing"
207,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Combustible"","Track listing"
208,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Valentine's Day Massacre"","Track listing"
209,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Hit Man"","Track listing"
210,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Check"","Track listing"
211,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Boys and Girls"","Track listing"
212,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Beekeeper"","Track listing"
213,https://en.wikipedia.org/wiki/!Viva_Nueva!,""Man Without a Mouth"","Track listing"
214,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""Survey Says" – 2:08","Track listing"
215,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""The Things That Matter" – 2:25","Track listing"
216,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""The Small Stuff" – 3:02","Track listing"
217,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""OK Jokes Over" – 4:27","Track listing"
218,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""Soon to Be Ex Quaker" – 1:26","Track listing"
219,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""I'm Going to Buy You a Gun" – 3:06","Track listing"
220,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""If I Don't Write" – 4:28","Track listing"
221,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),"– 2:50","Track listing"
222,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""13th and Euclid" – 2:18","Track listing"
223,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),"– 4:14","Track listing"
224,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""Onward, Fat Girl" – 2:46","Track listing"
225,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""Rusty" – 4:29","Track listing"
226,https://en.wikipedia.org/wiki/!_(The_Dismemberment_Plan_album),""The Dismemberment Plan Gets Rich" (Japanese bonus track) – 2:23","Track listing"
227,https://en.wikipedia.org/wiki/!_point,"^","See alsoNotes"
228,https://en.wikipedia.org/wiki/!_point,"HTML5 is the only version of HTML that has a named entity for the exclamation mark.","See alsoNotes"
229,https://en.wikipedia.org/wiki/!mpact,"abcdefghi","See alsoReferences"
230,https://en.wikipedia.org/wiki/!mpact,"Piranha Press.","See alsoReferences"
231,https://en.wikipedia.org/wiki/!mpact,"Page 8.","See alsoReferences"
232,https://en.wikipedia.org/wiki/!mpact,"abcdefgh","See alsoReferences"
233,https://en.wikipedia.org/wiki/!mpact,"Impact Comics.","See alsoReferences"
